name,busbari,busbarf,connected,report,start_time,end_time,voltage,max_flow,r,x,losses,lifetime,inv_cost,coma_cost
Los Maquis 220 Aux->Los Maquis 220,Los Maquis 220 Aux,Los Maquis 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,294.0,0.0,0.001,true,30,0,0
Chena 220->Chena 110,Chena 220,Chena 110,true,true,1970-01-01-00:00,3000-01-01-00:00,220,784.0,0.001,0.013,true,30,14.93,0.361
Cerro Navia 220->Cerro Navia 110,Cerro Navia 220,Cerro Navia 110,true,true,1970-01-01-00:00,3000-01-01-00:00,220,735.0,0.0,0.016,true,30,18.88,0.525
Cerro Navia 110->Las Vegas 110,Cerro Navia 110,Las Vegas 110,true,true,1970-01-01-00:00,3000-01-01-00:00,110,162.0,0.032,0.116,true,30,24.724,0.31
Polpaico 220->Polpaico Desf 220,Polpaico 220,Polpaico Desf 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,700.0,0.0,0.012,true,30,10,1
Lampa 220->Polpaico Desf 220,Lampa 220,Polpaico Desf 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,530.0,0.002,0.007,true,30,5.426,0.138
Cerro Navia 220->Lampa 220,Cerro Navia 220,Lampa 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,530.0,0.001,0.005,true,30,4.526,0.116
Chena 220->Cerro Navia 220,Chena 220,Cerro Navia 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,510.0,0.001,0.005,true,30,4.632,0.118
Melipilla 220->Cerro Navia 220,Melipilla 220,Cerro Navia 220,true,true,1970-01-01-00:00,2015-06-01-00:00,220,386.0,0.006,0.023,true,30,6.996,0.158
Rapel 220->Melipilla 220,Rapel 220,Melipilla 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,386.0,0.006,0.023,true,30,6.861,0.154
Melipilla 220->Lo Aguirre 220,Melipilla 220,Lo Aguirre 220,true,true,2015-06-01-00:00,3000-01-01-00:00,220,386.0,0.004,0.017,true,30,5.247,0.1185
Lo Aguirre 220->Cerro Navia 220,Lo Aguirre 220,Cerro Navia 220,true,true,2015-06-01-00:00,2019-01-01-00:00,220,193.0,0.001,0.006,true,30,1.749,0.0395
Lo Aguirre 220->Cerro Navia 220 II,Lo Aguirre 220,Cerro Navia 220,true,true,2019-01-01-00:00,3000-01-01-00:00,220,1500.0,0.0,0.004,true,30,12.255,0.27
Lo Aguirre 500->Lo Aguirre 220 I,Lo Aguirre 500,Lo Aguirre 220,true,true,2015-06-01-00:00,3000-01-01-00:00,500,771.26,0.0,0.019,true,30,43.11,1.17
Alto Jahuel 500->Lo Aguirre 500,Alto Jahuel 500 Aux,Lo Aguirre 500,true,true,2015-09-01-00:00,3000-01-01-00:00,500,1870.0,0.0,0.004,true,30,22.41204542,0.36708
Lo Aguirre 500->Polpaico 500,Lo Aguirre 500,Polpaico 500 Aux,true,true,2015-06-01-00:00,3000-01-01-00:00,500,1870.0,0.0,0.004,true,30,19.33959223,0.31676
Polpaico 220->El Salto 220,Polpaico 220,El Salto 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,1640.0,0.002,0.016,true,30,0,0
El Salto 220->El Salto 110,El Salto 220,El Salto 110,true,true,1970-01-01-00:00,3000-01-01-00:00,220,784.0,0.001,0.013,true,30,0,0
Los Almendros 110->El Salto 110,Los Almendros 110,El Salto 110,true,true,1970-01-01-00:00,3000-01-01-00:00,110,316.0,0.007,0.026,true,30,4.596,0.058
El Salto 110->Cerro Navia 110,El Salto 110,Cerro Navia 110,true,true,1970-01-01-00:00,3000-01-01-00:00,110,316.0,0.021,0.055,true,30,18.352,0.224
Chena 110->Los Almendros 110,Chena 110,Los Almendros 110,true,true,1970-01-01-00:00,3000-01-01-00:00,110,1368.0,0.01,0.031,true,30,41.186,0.497
Chena 110->Cerro Navia 110,Chena 110,Cerro Navia 110,true,true,1970-01-01-00:00,3000-01-01-00:00,110,128.0,0.005,0.019,true,30,6.47,0.076
Alto Jahuel 110->Chena 110,Alto Jahuel 110,Chena 110,true,true,1970-01-01-00:00,3000-01-01-00:00,110,316.0,0.009,0.03,true,30,12.692,0.154
Alto Jahuel 110->Los Almendros 110,Alto Jahuel 110,Los Almendros 110,true,true,1970-01-01-00:00,3000-01-01-00:00,110,162.0,0.021,0.067,true,30,11.064,0.134
Alto Jahuel 220->El Rodeo 220,Alto Jahuel 220,El Rodeo 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,1050.0,0.0,0.001,true,30,1.579,0.037
El Rodeo 220->Chena 220,El Rodeo 220,Chena 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,1050.0,0.001,0.006,true,30,5.547,0.131
Colbun 220->Candelaria 220,Colbun 220,Candelaria 220,true,true,1970-01-01-00:00,2017-10-01-00:00,220,610.0,0.008,0.032,true,30,0,0
Candelaria 220->Maipo 220,Candelaria 220,Maipo 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,610.0,0.002,0.015,true,30,1.977,0.05
Maipo 220->Alto Jahuel 220,Maipo 220,Alto Jahuel 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,610.0,0.0,0.001,true,30,0.016,0.001
Los Almendros 220->Alto Jahuel 220,Los Almendros 220,Alto Jahuel 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,818.0,0.004,0.017,true,30,24.246,0.292
Los Almendros 220->Los Almendros 110,Los Almendros 220,Los Almendros 110,true,true,1970-01-01-00:00,3000-01-01-00:00,220,392.0,0.003,0.026,true,30,28.268,0.683
Polpaico 500->Polpaico 220,Polpaico 500,Polpaico 220,true,true,1970-01-01-00:00,3000-01-01-00:00,500,1542.52,0.0,0.01,true,30,19.488,0.53
Alto Jahuel 500->Alto Jahuel 500 Aux,Alto Jahuel 500,Alto Jahuel 500 Aux,true,true,1970-01-01-00:00,3000-01-01-00:00,500,1400.0,0.0,0.001,true,30,0,0
Polpaico 500->Polpaico 500 Aux,Polpaico 500,Polpaico 500 Aux,true,true,1970-01-01-00:00,3000-01-01-00:00,500,1400.0,0.0,0.001,true,30,0,0
Alto Jahuel 500->Alto Jahuel 220,Alto Jahuel 500,Alto Jahuel 220,true,true,1970-01-01-00:00,3000-01-01-00:00,500,1542.52,0.0,0.01,true,30,43.11,1.17
Alto Jahuel 500->Polpaico 500,Alto Jahuel 500 Aux,Polpaico 500 Aux,true,true,1970-01-01-00:00,2015-06-01-00:00,500,1870.0,0.001,0.008,true,30,17.57,0.363
Ancoa 500->Alto Jahuel 500,Ancoa 500 Aux,Alto Jahuel 500,true,true,1970-01-01-00:00,3000-01-01-00:00,500,1400.0,0.003,0.014,true,30,71.5755,1.509
Ancoa 500->Alto Jahuel 500 II,Ancoa 500 Aux,Alto Jahuel 500,true,true,2014-01-01-00:00,3000-01-01-00:00,500,1400.0,0.002,0.012,true,30,76.448,1.603
Alto Jahuel 500->Polpaico 500 II,Alto Jahuel 500 Aux,Polpaico 500 Aux,true,true,2014-01-01-00:00,2018-09-01-00:00,500,1870.0,0.001,0.008,true,30,76.448,1.603
Ancoa 500->Alto Jahuel 500 III,Ancoa 500 Aux,Alto Jahuel 500,true,true,2015-10-01-00:00,3000-01-01-00:00,500,1400.0,0.002,0.014,true,30,76.448,1.603
Ancoa 500->Alto Jahuel 500 IV,Ancoa 500 Aux,Alto Jahuel 500,true,true,2016-01-01-00:00,3000-01-01-00:00,500,1400.0,0.002,0.014,true,30,76.448,1.603
Ancoa 500->Ancoa 500 Aux,Ancoa 500,Ancoa 500 Aux,true,true,1970-01-01-00:00,3000-01-01-00:00,500,1900.0,0.0,0.001,true,30,0,0
Ancoa 500->Ancoa 220,Ancoa 500,Ancoa 220,true,true,1970-01-01-00:00,3000-01-01-00:00,500,771.26,0.0,0.019,true,30,19.488,0.53
Alto Jahuel 220->Alto Jahuel 110,Alto Jahuel 220,Alto Jahuel 110,true,true,1970-01-01-00:00,3000-01-01-00:00,220,821.0,0.0,0.015,true,30,11.183,0.338
Alto Jahuel 220->Alto Jahuel 154,Alto Jahuel 220,Alto Jahuel 154,true,true,1970-01-01-00:00,3000-01-01-00:00,220,300.0,0.0,0.032,true,30,6.99,0.211
Itahue 220->Itahue 154,Itahue 220,Itahue 154,true,true,1970-01-01-00:00,3000-01-01-00:00,220,300.0,0.0,0.032,true,30,0,0
Ancoa 220->Itahue 220,Ancoa 220,Itahue 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,400.0,0.003,0.028,true,30,10,0.27
Charrua 220->Lagunillas 220,Charrua 220,Lagunillas 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,300.0,0.006,0.043,true,30,5.062,0.154
Charrua 220->Hualpen 220,Charrua 220,Hualpen 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,229.6,0.006,0.049,true,30,5.062,0.154
Charrua 220->Charrua 500,Charrua 220,Charrua 500,true,true,1970-01-01-00:00,3000-01-01-00:00,500,1300.0,0.0,0.01,true,30,43.11,1.17
Charrua 500->Ancoa 500,Charrua 500,Ancoa 500,true,true,1970-01-01-00:00,2017-12-01-00:00,500,1600.0,0.001,0.006,true,30,144,3
Charrua 220->Tap Laja 220,Charrua 220,El Rosal 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,264.0,0.003,0.015,true,30,31.33,0.76
Tap Laja 220->Duqueco 220,El Rosal 220,Duqueco 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,264.0,0.005,0.024,true,30,31.33,0.76
Duqueco 220->Temuco 220,Duqueco 220,Temuco 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,264.0,0.024,0.121,true,30,31.33,0.76
Charrua 220->Mulchen 220,Charrua 220,Mulchen 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,500.0,0.003,0.021,true,30,61.5,1.535
Mulchen 220->Cautin 220,Mulchen 220,Cautin 220,true,true,1970-01-01-00:00,2019-07-01-00:00,220,500.0,0.007,0.042,true,30,61.5,1.535
Mulchen 220->Rio Malleco 220,Mulchen 220,Rio Malleco 220,true,true,2019-07-01-00:00,3000-01-01-00:00,220,500.0,0.002,0.013,true,30,61.5,1.535
Rio Malleco 220->Cautin 220,Rio Malleco 220,Cautin 220,true,true,2019-07-01-00:00,3000-01-01-00:00,220,500.0,0.005,0.029,true,30,61.5,1.535
Temuco 220->Cautin 220,Temuco 220,Cautin 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,193.0,0.001,0.004,true,30,1.3522,0.03095
Valdivia 220->Cautin 220,Valdivia 220,Cautin 220,true,true,1970-01-01-00:00,2017-01-01-00:00,220,166.0,0.031,0.123,true,30,0,0
Valdivia 220->Ciruelos 220,Valdivia 220,Ciruelos 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,166.0,0.011,0.03,true,30,0,0
Ciruelos 220->Cautin 220,Ciruelos 220,Cautin 220,true,true,1970-01-01-00:00,2019-11-01-00:00,220,192.0,0.024,0.094,true,30,0,0
Ciruelos 220->Rio Tolten 220 I,Ciruelos 220,Rio Tolten 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,145.0,0.014,0.038,true,30,0,0
Rio Tolten 220->Rio Tolten 220 Aux,Rio Tolten 220,Rio Tolten 220 Aux,true,true,1970-01-01-00:00,3000-01-01-00:00,220,145.0,0.0,0.001,true,30,0,0
Rio Tolten 220 Aux->Cautin 220 I,Rio Tolten 220 Aux,Cautin 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,145.0,0.01,0.057,true,30,0,0
Ciruelos 220->Rio Tolten 220 II,Ciruelos 220,Rio Tolten 220,true,true,2019-11-01-00:00,3000-01-01-00:00,220,192.0,0.014,0.038,true,30,0,0
Rio Tolten 220 Aux->Cautin 220 II,Rio Tolten 220 Aux,Cautin 220,true,true,2019-11-01-00:00,3000-01-01-00:00,220,192.0,0.01,0.057,true,30,0,0
Rahue 220->Valdivia 220,Rahue 220,Valdivia 220,true,true,1970-01-01-00:00,2018-05-01-00:00,220,182.0,0.022,0.087,true,30,11.315,0.253
Puerto Montt 220->Rahue 220,Puerto Montt 220 Aux,Rahue 220,true,true,1970-01-01-00:00,2016-12-01-00:00,220,183.0,0.023,0.094,true,30,11.404,0.258
Puerto Montt 220->Rahue 220 III,Puerto Montt 220 Aux,Rahue 220,true,true,2016-12-01-00:00,2020-05-01-00:00,220,183.0,0.014,0.046,true,30,11.404,0.258
Puerto Montt 220 Aux->Frutillar Norte 220,Puerto Montt 220 Aux,Frutillar Norte 220,true,true,2020-05-01-00:00,3000-01-01-00:00,220,366.0,0.006,0.019,true,30,11.404,0.258
Frutillar Norte 220->Frutillar Norte 220 Aux,Frutillar Norte 220,Frutillar Norte 220 Aux,true,true,2020-05-01-00:00,3000-01-01-00:00,220,183.0,0.0,0.001,true,30,11.404,0.258
Frutillar Norte 220 Aux->Rahue 220,Frutillar Norte 220 Aux,Rahue 220,true,true,2020-05-01-00:00,3000-01-01-00:00,220,366.0,0.008,0.026,true,30,11.404,0.258
Pichirropulli 220->Valdivia 220,Pichirropulli 220 Aux,Valdivia 220,true,true,2018-05-01-00:00,2018-09-01-00:00,220,145.0,0.01,0.026,true,30,10.774,0.25
Pichirropulli 220->Rahue 220,Pichirropulli 220,Rahue 220,true,true,2018-05-01-00:00,2028-01-01-00:00,220,183.0,0.01,0.041,true,30,6.465,0.15
Ciruelos 220->Pichirropulli 220,Ciruelos 220,Pichirropulli 220 Aux,true,true,2018-05-01-00:00,2020-05-01-00:00,220,580.0,0.007,0.028,true,30,36.678,0.513
Ciruelos 220->Cerros de Huichahue 220 Aux II,Ciruelos 220,Cerros de Huichahue 220 Aux,true,true,2020-05-01-00:00,3000-01-01-00:00,220,580.0,0.005,0.02,true,30,36.678,0.513
Cerros de Huichahue 220 Aux->Cerros de Huichahue 220 II,Cerros de Huichahue 220 Aux,Cerros de Huichahue 220,true,true,2020-05-01-00:00,3000-01-01-00:00,220,290.0,0.0,0.001,true,30,0,0
Cerros de Huichahue 220->Pichirropulli 220 Aux II,Cerros de Huichahue 220,Pichirropulli 220 Aux,true,true,2020-05-01-00:00,3000-01-01-00:00,220,580.0,0.002,0.008,true,30,36.678,0.513
Pichirropulli 220->Pichirropulli 220 Aux,Pichirropulli 220,Pichirropulli 220 Aux,true,true,2018-05-01-00:00,3000-01-01-00:00,220,435.0,0.0,0.001,true,30,0,0
Pichirropulli 220->Puerto Montt 220,Pichirropulli 220,Puerto Montt 220 Aux,true,true,2021-07-01-00:00,2028-01-01-00:00,220,660.0,0.003,0.041,true,30,32.69,0.458
Charrua 220->Nueva Charrua 220,Charrua 220,Nueva Charrua 220,true,true,2018-12-01-00:00,3000-01-01-00:00,220,1000.0,0.0,0.003,true,30,61.5,1.535
Nueva Charrua 500->Nueva Charrua 220,Nueva Charrua 500,Nueva Charrua 220,true,true,2017-12-01-00:00,3000-01-01-00:00,500,750.0,0.0,0.019,true,30,61.5,1.535
Nueva Charrua 500->Ancoa 500 Aux Sur,Nueva Charrua 500,Ancoa 500 Aux Sur,true,true,2017-12-01-00:00,3000-01-01-00:00,500,1600.0,0.001,0.006,true,30,61.5,1.535
Nueva Charrua 500->Charrua 500,Charrua 500,Nueva Charrua 500,true,true,2017-12-01-00:00,3000-01-01-00:00,500,1300.0,0.0,0.001,true,30,61.5,1.535
Charrua 500->Ancoa 500 Aux Sur III,Charrua 500,Ancoa 500 Aux Sur,true,true,2018-02-01-00:00,3000-01-01-00:00,500,1500.0,0.002,0.013,true,30,0,0
Puerto Montt 500->Puerto Montt 220,Puerto Montt 500,Puerto Montt 220,true,true,2028-01-01-00:00,3000-01-01-00:00,500,771.0,0.0,0.019,true,30,16.0925,0.3475
Puerto Montt 220->Puerto Montt 220 Aux I,Puerto Montt 220,Puerto Montt 220 Aux,true,true,1970-01-01-00:00,2021-07-01-00:00,220,183.0,0.0,0.001,true,30,0,0
Puerto Montt 220->Puerto Montt 220 Aux II,Puerto Montt 220,Puerto Montt 220 Aux,true,true,2021-07-01-00:00,3000-01-01-00:00,220,549.0,0.0,0.001,true,30,0,0
Colbun 220->Ancoa 220,Colbun 220,Ancoa 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,600.0,0.0,0.001,true,30,0,0
Ancoa 500->Ancoa 500 Aux Sur,Ancoa 500,Ancoa 500 Aux Sur,true,true,2017-12-01-00:00,3000-01-01-00:00,500,3000.0,0.0,0.001,true,30,0,0
Los Changos 500->Cumbre 500,Los Changos 500,Cumbre 500,true,true,2017-08-01-00:00,3000-01-01-00:00,500,1500.0,0.002,0.007,true,30,600,13
Los Changos 500->Los Changos 220,Los Changos 500,Los Changos 220,true,true,2017-08-01-00:00,3000-01-01-00:00,500,750.0,0.0,0.019,true,30,16.0925,0.3475
Cumbre 500->Cardones 500,Cumbre 500,Cardones 500,true,true,2017-08-01-00:00,3000-01-01-00:00,500,1500.0,0.001,0.005,true,30,600,13
Los Changos 500->Los Changos 220 II,Los Changos 500,Los Changos 220,true,true,2017-08-01-00:00,3000-01-01-00:00,500,750.0,0.0,0.019,true,30,16.0925,0.3475
Diego de Almagro 220->Cumbre 220 I,Diego de Almagro 220,Cumbre 220 Aux,true,true,2019-11-01-00:00,3000-01-01-00:00,220,600.0,0.002,0.016,true,30,11.341,0.311
Diego de Almagro 220->Cumbre 220 II,Diego de Almagro 220,Cumbre 220 Aux,true,true,2019-11-01-00:00,3000-01-01-00:00,220,600.0,0.002,0.016,true,30,11.341,0.311
Cumbre 500->Cumbre 220 I,Cumbre 500,Cumbre 220,true,true,2019-11-01-00:00,3000-01-01-00:00,500,750.0,0.0,0.019,true,30,16.0925,0.3475
Candelaria 220->Puente Negro 220,Candelaria 220,Puente Negro 220,true,true,2017-10-01-00:00,3000-01-01-00:00,220,680.0,0.003,0.027,true,30,0,0
Puente Negro220->Colbun 220,Puente Negro 220,Colbun 220,true,true,2017-10-01-00:00,3000-01-01-00:00,220,680.0,0.005,0.042,true,30,0,0
Cumbre 220 Aux->Cumbre 220 II,Cumbre 220 Aux,Cumbre 220,true,true,2019-11-01-00:00,3000-01-01-00:00,220,600.0,0.0,0.001,true,30,0,0
Los Changos 500->Los Changos 220 III,Los Changos 500,Los Changos 220,true,true,2020-12-01-00:00,3000-01-01-00:00,500,750.0,0.0,0.019,true,30,16.0925,0.3475
Carrera Pinto 220 Aux->San Andres 220 I,Carrera Pinto 220 Aux,San Andres 220,true,true,1970-01-01-00:00,2017-12-01-00:00,220,197.0,0.009,0.035,true,30,0,0
Carrera Pinto 220 Aux->San Andres 220 I REF,Carrera Pinto 220 Aux,San Andres 220,true,true,2018-01-01-00:00,3000-01-01-00:00,220,400.0,0.009,0.036,true,30,0,0
Carrera Pinto 220 Aux->San Andres 220 II,Carrera Pinto 220 Aux,San Andres 220,true,true,2019-05-01-00:00,3000-01-01-00:00,220,342.0,0.009,0.036,true,30,0,0
Carrera Pinto 220 Aux->San Andres 220 III,Carrera Pinto 220 Aux,San Andres 220,true,true,2019-05-01-00:00,3000-01-01-00:00,220,342.0,0.009,0.036,true,30,0,0
San Andres 220->San Andres 220 Aux,San Andres 220,San Andres 220 Aux,true,true,1970-01-01-00:00,2017-09-01-00:00,220,197.0,0.0,0.001,true,30,0,0
San Andres 220->San Andres 220 Aux II,San Andres 220,San Andres 220 Aux,true,true,2017-09-01-00:00,2019-05-01-00:00,220,400.0,0.0,0.001,true,30,0,0
San Andres 220->San Andres 220 Aux III,San Andres 220,San Andres 220 Aux,true,true,2019-05-01-00:00,3000-01-01-00:00,220,684.0,0.0,0.001,true,30,0,0
San Andres 220 Aux->Cardones 220 I,San Andres 220 Aux,Cardones 220,true,true,1970-01-01-00:00,2017-09-01-00:00,220,197.0,0.006,0.023,true,30,0,0
San Andres 220 Aux->Cardones 220 I REF,San Andres 220 Aux,Cardones 220,true,true,2017-10-01-00:00,3000-01-01-00:00,220,400.0,0.006,0.024,true,30,0,0
San Andres 220 Aux->Cardones 220 II,San Andres 220 Aux,Cardones 220,true,true,2019-05-01-00:00,3000-01-01-00:00,220,342.0,0.006,0.024,true,30,0,0
San Andres 220 Aux->Cardones 220 III,San Andres 220 Aux,Cardones 220,true,true,2019-05-01-00:00,3000-01-01-00:00,220,342.0,0.006,0.024,true,30,0,0
Cardones 500->Cardones 220 II,Cardones 500,Cardones 220,true,true,2020-06-01-00:00,3000-01-01-00:00,500,750.0,0.0,0.01,true,30,19.488,0.53
Maitencillo 500->Maitencillo 220 II,Maitencillo 500,Maitencillo 220,true,true,2020-06-01-00:00,3000-01-01-00:00,500,750.0,0.0,0.019,true,30,19.488,0.53
Pan de Azucar 500->Pan de Azucar 220 II,Pan de Azucar 500,Pan de Azucar 220,true,true,2020-06-01-00:00,3000-01-01-00:00,500,750.0,0.0,0.019,true,30,19.488,0.53
Maitencillo 220->Maitencillo 220 Aux,Maitencillo 220,Maitencillo 220 Aux,true,true,2018-01-01-00:00,2021-06-01-00:00,220,225.0,0.0,0.001,true,30,0,0
Maitencillo 220->Don Hector 220 I,Maitencillo 220 Aux,Don Hector 220,true,true,2018-01-01-00:00,3000-01-01-00:00,220,225.0,0.008,0.031,true,30,0,0
Don Hector 220->Don Hector 220 Aux I,Don Hector 220,Don Hector 220 Aux,true,true,2018-01-01-00:00,3000-01-01-00:00,220,225.0,0.0,0.001,true,30,0,0
Don Hector 220 Aux->Punta Colorada 220 I,Don Hector 220 Aux,Punta Colorada 220,true,true,2018-01-01-00:00,3000-01-01-00:00,220,225.0,0.003,0.013,true,30,0,0
Maitencillo 220->Maitencillo 220 Aux II,Maitencillo 220,Maitencillo 220 Aux,true,true,2021-06-01-00:00,3000-01-01-00:00,220,675.0,0.0,0.001,true,30,0,0
Maitencillo 220 Aux->Punta Colorada 220 II,Maitencillo 220 Aux,Punta Colorada 220,true,true,2021-06-01-00:00,3000-01-01-00:00,220,500.0,0.006,0.035,true,30,0,0
Punta Colorada 220->Punta Colorada 220 Aux,Punta Colorada 220,Punta Colorada 220 Aux,true,true,2018-01-01-00:00,2021-06-01-00:00,220,394.0,0.0,0.001,true,30,0,0
Punta Colorada 220 Aux->Pan de Azucar 220 I,Punta Colorada 220 Aux,Pan de Azucar 220,true,true,2018-01-01-00:00,3000-01-01-00:00,220,394.0,0.009,0.036,true,30,0,0
Punta Colorada 220->Punta Colorada 220 Aux II,Punta Colorada 220,Punta Colorada 220 Aux,true,true,2021-06-01-00:00,3000-01-01-00:00,220,675.0,0.0,0.001,true,30,0,0
Punta Colorada 220 Aux->Pan de Azucar 220 II,Punta Colorada 220 Aux,Pan de Azucar 220,true,true,2021-06-01-00:00,3000-01-01-00:00,220,1000.0,0.005,0.028,true,30,0,0
Pan de Azucar 220->Pan de Azucar 220 Aux,Pan de Azucar 220,Pan de Azucar 220 Aux,true,true,1970-01-01-00:00,2018-01-01-00:00,220,400.0,0.0,0.001,true,30,0,0
Pan de Azucar 220 Aux->La Cebada 220,Pan de Azucar 220 Aux,La Cebada 220,true,true,1970-01-01-00:00,2018-11-01-00:00,220,224.0,0.024,0.105,true,30,0,0
La Cebada 220->La Cebada 220 Aux,La Cebada 220,La Cebada 220 Aux,true,true,1970-01-01-00:00,2018-01-01-00:00,220,400.0,0.0,0.001,true,30,0,0
La Cebada 220 Aux->Monte Redondo 220,La Cebada 220 Aux,Monte Redondo 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,224.0,0.001,0.003,true,30,0,0
Monte Redondo 220->Las Palmas 220,Monte Redondo 220,Las Palmas 220,true,true,1970-01-01-00:00,2018-01-01-00:00,220,224.0,0.005,0.021,true,30,0,0
Pan de Azucar 220 Aux->Don Goyo 220 I,Pan de Azucar 220 Aux,Don Goyo 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,224.0,0.014,0.061,true,30,0,0
Don Goyo 220->Don Goyo 220 Aux,Don Goyo 220,Don Goyo 220 Aux,true,true,1970-01-01-00:00,2018-01-01-00:00,220,400.0,0.0,0.001,true,30,0,0
Don Goyo 220 Aux->Talinay 220,Don Goyo 220 Aux,Talinay 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,224.0,0.006,0.029,true,30,0,0
Talinay 220->Las Palmas 220,Talinay 220,Las Palmas 220,true,true,1970-01-01-00:00,2018-01-01-00:00,220,224.0,0.009,0.04,true,30,0,0
Pan de Azucar 220->Pan de Azucar 220 Aux II,Pan de Azucar 220,Pan de Azucar 220 Aux,true,true,2018-01-01-00:00,2023-06-01-00:00,220,270.0,0.0,0.001,true,30,0,0
Punta Sierra 220->Las Palmas 220 I,Punta Sierra 220 Aux,Las Palmas 220,true,true,2018-01-01-00:00,3000-01-01-00:00,220,224.0,0.003,0.014,true,30,0,0
Punta Sierra 220->Las Palmas 220 II,Punta Sierra 220 Aux,Las Palmas 220,true,true,2018-01-01-00:00,3000-01-01-00:00,220,224.0,0.003,0.014,true,30,0,0
Monte Redondo 220->Punta Sierra 220,Monte Redondo 220,Punta Sierra 220,true,true,2018-01-01-00:00,3000-01-01-00:00,220,224.0,0.002,0.007,true,30,0,0
Talinay 220->Punta Sierra 220,Talinay 220,Punta Sierra 220,true,true,2018-01-01-00:00,2018-11-01-00:00,220,224.0,0.006,0.025,true,30,0,0
La Cebada 220 Aux->Punta Sierra 220,La Cebada 220 Aux,Punta Sierra 220,true,true,2018-11-01-00:00,3000-01-01-00:00,220,224.0,0.002,0.01,true,30,0,0
Punta Sierra 220->Punta Sierra 220 Aux,Punta Sierra 220,Punta Sierra 220 Aux,true,true,2018-01-01-00:00,2023-06-01-00:00,220,224.0,0.0,0.001,true,30,0,0
Tap Mauro 220->Quillota 220,Tap Mauro 220,Quillota 220,true,true,1970-01-01-00:00,3000-01-01-00:00,220,394.0,0.014,0.055,true,30,0,0
Punta Sierra 220 Aux->Pelambres 220,Punta Sierra 220 Aux,Tap Mauro 220,true,true,2023-06-01-00:00,3000-01-01-00:00,220,580.0,0.006,0.028,true,30,0,0
Pan de Azucar 220 Aux->Punta Sierra 220,Pan de Azucar 220 Aux,Punta Sierra 220,true,true,2023-06-01-00:00,3000-01-01-00:00,220,1160.0,0.007,0.031,true,30,0,0
Punta Sierra 220->Punta Sierra 220 Aux II,Punta Sierra 220,Punta Sierra 220 Aux,true,true,2023-06-01-00:00,3000-01-01-00:00,220,672.0,0.0,0.001,true,30,0,0
Pan de Azucar 220->Pan de Azucar 220 Aux III,Pan de Azucar 220,Pan de Azucar 220 Aux,true,true,2023-06-01-00:00,3000-01-01-00:00,220,672.0,0.0,0.001,true,30,0,0
Don Goyo 220->Don Goyo 220 Aux II,Don Goyo 220,Don Goyo 220 Aux,true,true,2018-01-01-00:00,3000-01-01-00:00,220,270.0,0.0,0.001,true,30,0,0
La Cebada 220->La Cebada 220 Aux II,La Cebada 220,La Cebada 220 Aux,true,true,2018-01-01-00:00,3000-01-01-00:00,220,270.0,0.0,0.001,true,30,0,0
Pan de Azucar 220 Aux->Don Goyo 220 II,Pan de Azucar 220 Aux,Don Goyo 220,true,true,2018-11-01-00:00,3000-01-01-00:00,220,224.0,0.014,0.061,true,30,0,0
Don Goyo 220 Aux->La Cebada 220,Don Goyo 220 Aux,La Cebada 220,true,true,2018-11-01-00:00,3000-01-01-00:00,220,224.0,0.01,0.044,true,30,0,0
Talinay 220->La Cebada 220,Talinay 220,La Cebada 220,true,true,2018-11-01-00:00,3000-01-01-00:00,220,224.0,0.004,0.016,true,30,0,0
Pichirropulli 220 Aux->Nueva Valdivia 220 I,Pichirropulli 220 Aux,Nueva Valdivia 220,true,true,2018-09-01-00:00,3000-01-01-00:00,220,145.0,0.001,0.004,true,30,0,0
Pichirropulli 220 Aux->Nueva Valdivia 220 II,Pichirropulli 220 Aux,Nueva Valdivia 220,true,true,2018-09-01-00:00,3000-01-01-00:00,220,145.0,0.001,0.004,true,30,0,0
