DemVegINum,DemVegAñoFRlt,DemVegAñoIni,DemVegAñoFin,DemVegBar,DemVegSisGbl,DemVegSisPri,DemVegSisSec,DemVegSisCmr,DemVegIBlo,DemVegEtaTip,MesAbr,MesMay,MesJun,MesJul,MesAgo,MesSep,MesOct,MesNov,MesDic,MesEne,MesFeb,MesMar
4515,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.894317315,0.904708548,0.880701125,0.894624412,0.894894894,0.985575567,0.878885369,0.888357606,0.973778636,0.896142201,0.901314561,0.880424515
4516,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.916002407,0.896835006,0.896513567,0.889362396,0.901969852,0.872185837,0.890974474,0.89144781,0.845203463,0.872354309,0.882112751,0.900208601
4517,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.884678665,0.884557427,0.862480188,0.870025486,0.86828945,0.93366576,0.828138778,0.828307278,0.914901178,0.841751295,0.852687898,0.853034481
4518,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,0.980317852,0.992578074,1.012995533,0.975809347,1.000611127,0.94459194,0.953049712,0.899222264,0.851650859,0.86449876,0.872958881,0.971868685
4519,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.950033776,0.987030971,0.971539115,0.975562017,0.990858082,1.054661779,0.940689924,0.932315095,1.013711782,0.888535216,0.88776552,0.867311427
4520,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.101081831,1.08976488,1.095552775,1.081617734,1.098479248,1.068789863,1.097099773,1.066102242,1.005362245,0.988689738,0.974179614,1.02183372
4521,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.990436081,0.996949596,0.978725091,0.985403491,0.987098561,1.077276672,0.956580093,0.983077944,1.074869333,0.982833847,0.981939597,0.964192999
4522,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.118193673,1.086303804,1.085138459,1.07497836,1.071377086,1.057454606,1.103768438,1.111125194,1.062116583,1.098137987,1.081620841,1.08595555
4523,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.933707503,0.965410671,0.956105316,0.963029411,0.947811826,1.018954457,0.923640147,0.940942777,1.044732814,0.955781221,0.952934147,0.945459308
4524,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.051476322,1.045270549,1.077279157,1.048250352,1.02711613,0.993667926,1.066769519,1.067063177,1.025621736,1.052137792,1.047467674,1.062940881
4525,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0.907086468,1.075634132,0.963424641,1.069593673,1.015390374,1.032627149,0.928693808,0.983808808,1.053668563,0.975486243,0.981788013,0.967703399
4526,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0.929292596,1.074532486,1.044307624,1.071544805,1.01138454,0.911311894,1.032149776,1.059643232,1.00287483,1.046332088,1.053700946,1.049063407
4527,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.033789414,1.08268619,1.096150372,1.101233507,1.111501399,1.221693036,1.073351064,1.074374585,1.174874346,1.077772427,1.081617125,1.074791637
4528,F,2033,2033,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.042512772,1.067685064,1.076464253,1.069398249,1.087328057,1.032576666,1.160326931,1.139152717,1.089958752,1.123589832,1.132346765,1.142451922
4529,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,0.972821124,0.996002978,0.997759287,1.00683929,1.00830109,1.102567693,1.007535313,0.996480717,1.089725393,1.009194789,1.015861651,0.987643557
4530,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.976653474,0.979587609,0.988467728,0.984292798,0.994706665,0.960832837,1.038387904,1.010077612,0.950027572,0.971288373,0.982122041,0.993655705
4531,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.894317315,0.904708548,0.880701125,0.894624412,0.894894894,0.985575567,0.878885369,0.888357606,0.973778636,0.896142201,0.901314561,0.880424515
4532,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.916002407,0.896835006,0.896513567,0.889362396,0.901969852,0.872185837,0.890974474,0.89144781,0.845203463,0.872354309,0.882112751,0.900208601
4533,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.884678665,0.884557427,0.862480188,0.870025486,0.86828945,0.93366576,0.828138778,0.828307278,0.914901178,0.841751295,0.852687898,0.853034481
4534,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,0.980317852,0.992578074,1.012995533,0.975809347,1.000611127,0.94459194,0.953049712,0.899222264,0.851650859,0.86449876,0.872958881,0.971868685
4535,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.950033776,0.987030971,0.971539115,0.975562017,0.990858082,1.054661779,0.940689924,0.932315095,1.013711782,0.888535216,0.88776552,0.867311427
4536,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.101081831,1.08976488,1.095552775,1.081617734,1.098479248,1.068789863,1.097099773,1.066102242,1.005362245,0.988689738,0.974179614,1.02183372
4537,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.990436081,0.996949596,0.978725091,0.985403491,0.987098561,1.077276672,0.956580093,0.983077944,1.074869333,0.982833847,0.981939597,0.964192999
4538,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.118193673,1.086303804,1.085138459,1.07497836,1.071377086,1.057454606,1.103768438,1.111125194,1.062116583,1.098137987,1.081620841,1.08595555
4539,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.933707503,0.965410671,0.956105316,0.963029411,0.947811826,1.018954457,0.923640147,0.940942777,1.044732814,0.955781221,0.952934147,0.945459308
4540,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.051476322,1.045270549,1.077279157,1.048250352,1.02711613,0.993667926,1.066769519,1.067063177,1.025621736,1.052137792,1.047467674,1.062940881
4541,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0.907086468,1.075634132,0.963424641,1.069593673,1.015390374,1.032627149,0.928693808,0.983808808,1.053668563,0.975486243,0.981788013,0.967703399
4542,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0.929292596,1.074532486,1.044307624,1.071544805,1.01138454,0.911311894,1.032149776,1.059643232,1.00287483,1.046332088,1.053700946,1.049063407
4543,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.033789414,1.08268619,1.096150372,1.101233507,1.111501399,1.221693036,1.073351064,1.074374585,1.174874346,1.077772427,1.081617125,1.074791637
4544,F,2034,2034,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.042512772,1.067685064,1.076464253,1.069398249,1.087328057,1.032576666,1.160326931,1.139152717,1.089958752,1.123589832,1.132346765,1.142451922
4545,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,0.972821124,0.996002978,0.997759287,1.00683929,1.00830109,1.102567693,1.007535313,0.996480717,1.089725393,1.009194789,1.015861651,0.987643557
4546,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.976653474,0.979587609,0.988467728,0.984292798,0.994706665,0.960832837,1.038387904,1.010077612,0.950027572,0.971288373,0.982122041,0.993655705
4547,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.894317315,0.904708548,0.880701125,0.894624412,0.894894894,0.985575567,0.878885369,0.888357606,0.973778636,0.896142201,0.901314561,0.880424515
4548,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.916002407,0.896835006,0.896513567,0.889362396,0.901969852,0.872185837,0.890974474,0.89144781,0.845203463,0.872354309,0.882112751,0.900208601
4549,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.884678665,0.884557427,0.862480188,0.870025486,0.86828945,0.93366576,0.828138778,0.828307278,0.914901178,0.841751295,0.852687898,0.853034481
4550,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,0.980317852,0.992578074,1.012995533,0.975809347,1.000611127,0.94459194,0.953049712,0.899222264,0.851650859,0.86449876,0.872958881,0.971868685
4551,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.950033776,0.987030971,0.971539115,0.975562017,0.990858082,1.054661779,0.940689924,0.932315095,1.013711782,0.888535216,0.88776552,0.867311427
4552,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.101081831,1.08976488,1.095552775,1.081617734,1.098479248,1.068789863,1.097099773,1.066102242,1.005362245,0.988689738,0.974179614,1.02183372
4553,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.990436081,0.996949596,0.978725091,0.985403491,0.987098561,1.077276672,0.956580093,0.983077944,1.074869333,0.982833847,0.981939597,0.964192999
4554,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.118193673,1.086303804,1.085138459,1.07497836,1.071377086,1.057454606,1.103768438,1.111125194,1.062116583,1.098137987,1.081620841,1.08595555
4555,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.933707503,0.965410671,0.956105316,0.963029411,0.947811826,1.018954457,0.923640147,0.940942777,1.044732814,0.955781221,0.952934147,0.945459308
4556,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.051476322,1.045270549,1.077279157,1.048250352,1.02711613,0.993667926,1.066769519,1.067063177,1.025621736,1.052137792,1.047467674,1.062940881
4557,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0.907086468,1.075634132,0.963424641,1.069593673,1.015390374,1.032627149,0.928693808,0.983808808,1.053668563,0.975486243,0.981788013,0.967703399
4558,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0.929292596,1.074532486,1.044307624,1.071544805,1.01138454,0.911311894,1.032149776,1.059643232,1.00287483,1.046332088,1.053700946,1.049063407
4559,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.033789414,1.08268619,1.096150372,1.101233507,1.111501399,1.221693036,1.073351064,1.074374585,1.174874346,1.077772427,1.081617125,1.074791637
4560,F,2035,2035,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.042512772,1.067685064,1.076464253,1.069398249,1.087328057,1.032576666,1.160326931,1.139152717,1.089958752,1.123589832,1.132346765,1.142451922
4561,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,0.972821124,0.996002978,0.997759287,1.00683929,1.00830109,1.102567693,1.007535313,0.996480717,1.089725393,1.009194789,1.015861651,0.987643557
4562,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.976653474,0.979587609,0.988467728,0.984292798,0.994706665,0.960832837,1.038387904,1.010077612,0.950027572,0.971288373,0.982122041,0.993655705
4563,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.894317315,0.904708548,0.880701125,0.894624412,0.894894894,0.985575567,0.878885369,0.888357606,0.973778636,0.896142201,0.901314561,0.880424515
4564,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.916002407,0.896835006,0.896513567,0.889362396,0.901969852,0.872185837,0.890974474,0.89144781,0.845203463,0.872354309,0.882112751,0.900208601
4565,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.884678665,0.884557427,0.862480188,0.870025486,0.86828945,0.93366576,0.828138778,0.828307278,0.914901178,0.841751295,0.852687898,0.853034481
4566,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,0.980317852,0.992578074,1.012995533,0.975809347,1.000611127,0.94459194,0.953049712,0.899222264,0.851650859,0.86449876,0.872958881,0.971868685
4567,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.950033776,0.987030971,0.971539115,0.975562017,0.990858082,1.054661779,0.940689924,0.932315095,1.013711782,0.888535216,0.88776552,0.867311427
4568,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.101081831,1.08976488,1.095552775,1.081617734,1.098479248,1.068789863,1.097099773,1.066102242,1.005362245,0.988689738,0.974179614,1.02183372
4569,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.990436081,0.996949596,0.978725091,0.985403491,0.987098561,1.077276672,0.956580093,0.983077944,1.074869333,0.982833847,0.981939597,0.964192999
4570,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.118193673,1.086303804,1.085138459,1.07497836,1.071377086,1.057454606,1.103768438,1.111125194,1.062116583,1.098137987,1.081620841,1.08595555
4571,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.933707503,0.965410671,0.956105316,0.963029411,0.947811826,1.018954457,0.923640147,0.940942777,1.044732814,0.955781221,0.952934147,0.945459308
4572,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.051476322,1.045270549,1.077279157,1.048250352,1.02711613,0.993667926,1.066769519,1.067063177,1.025621736,1.052137792,1.047467674,1.062940881
4573,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0.907086468,1.075634132,0.963424641,1.069593673,1.015390374,1.032627149,0.928693808,0.983808808,1.053668563,0.975486243,0.981788013,0.967703399
4574,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0.929292596,1.074532486,1.044307624,1.071544805,1.01138454,0.911311894,1.032149776,1.059643232,1.00287483,1.046332088,1.053700946,1.049063407
4575,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,1.033789414,1.08268619,1.096150372,1.101233507,1.111501399,1.221693036,1.073351064,1.074374585,1.174874346,1.077772427,1.081617125,1.074791637
4576,F,2036,*,Melipilla 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,1.042512772,1.067685064,1.076464253,1.069398249,1.087328057,1.032576666,1.160326931,1.139152717,1.089958752,1.123589832,1.132346765,1.142451922
4577,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,0,0,0,0,0,0,0,0,0,0.889244545,0.918252128,0.869858686
4578,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0,0,0,0,0,0,0,0,0,0.896164235,0.904498171,0.948340362
4579,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0,0,0,0,0,0,0,0,0,0.782629978,0.806065242,0.768969539
4580,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0,0,0,0,0,0,0,0,0,0.829296431,0.828061802,0.870048674
4581,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0,0,0,0,0,0,0,0,0,0.79700179,0.771918938,0.788118005
4582,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,0,0,0,0,0,0,0,0,0,0.889341793,0.900239966,1.029236417
4583,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0,0,0,0,0,0,0,0,0,0.880718803,0.844721972,0.845784293
4584,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,0,0,0,0,0,0,0,0,0,1.086181703,1.072840418,1.14608443
4585,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0,0,0,0,0,0,0,0,0,0.924374454,0.920013125,0.906356528
4586,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,0,0,0,0,0,0,0,0,0,1.184254066,1.179007939,1.192138852
4587,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0,0,0,0,0,0,0,0,0,0.885489795,0.850527582,0.848807926
4588,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,0,0,0,0,0,0,0,0,0,1.119134227,1.120953135,1.151139811
4589,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0,0,0,0,0,0,0,0,0,0.894133208,0.867410433,0.867275623
4590,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0,0,0,0,0,0,0,0,0,1.091349954,1.100230174,1.118679817
4591,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,0,0,0,0,0,0,0,0,0,0.979401328,0.97267641,0.988287317
4592,F,2015,2015,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,0,0,0,0,0,0,0,0,0,1.120280782,1.133985272,1.181817311
4593,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,0.857107592,0.931717396,0.907656995,0.925412044,0.932824173,1.017658438,0.877707395,0.856335099,0.963155589,0.88923901,0.918251416,0.869856453
4594,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.865555082,0.890557189,0.930217325,0.949925215,0.940399828,0.893991664,0.988945067,0.958200763,0.895166255,0.896164112,0.904496969,0.94834266
4595,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.820672786,0.856877076,0.799236047,0.798197798,0.829384585,0.86695566,0.755018382,0.774399483,0.854047831,0.782633434,0.806067864,0.768971311
4596,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.887474546,0.893782382,0.902700888,0.88017596,0.899828744,0.843699948,0.8205207,0.832747941,0.798373536,0.829295298,0.828060391,0.870047945
4597,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.85611377,0.899791828,0.851435308,0.842595496,0.865608942,0.888620448,0.781277983,0.776039562,0.880346719,0.796997489,0.771921257,0.788129748
4598,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.061944272,1.12584277,1.150527955,1.103648456,1.131003386,1.051724931,1.014450824,0.949818504,0.906520183,0.889342432,0.900242388,1.029236829
4599,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.996250725,1.000907362,0.958795009,0.956364981,0.982414127,1.082106633,0.919282681,0.906173075,1.029289658,0.880722043,0.844721627,0.845785507
4600,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.287308773,1.217184002,1.195275413,1.180660285,1.185831704,1.212661232,1.216845608,1.18363448,1.123632023,1.086181645,1.072838163,1.146083432
4601,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.983763829,0.995673266,0.932964083,0.934524129,0.950398197,1.072680123,0.907468345,0.917659507,1.040083707,0.924374245,0.92001042,0.906356151
4602,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.275143922,1.163022,1.158073397,1.143050614,1.139580776,1.1678744,1.212568186,1.21649558,1.141767553,1.184254148,1.179008597,1.192138491
4603,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.863519349,0.943748565,0.881644219,0.897102774,0.897488198,0.969135178,0.838072702,0.835007458,0.958156849,0.885487855,0.850524319,0.848810279
4604,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.109519506,1.075370173,1.152693877,1.099915778,1.076797423,1.072222585,1.162893566,1.173879977,1.091729535,1.119132832,1.120953688,1.151139516
4605,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0.756683455,1.015564979,0.882360764,0.976063974,0.9274711,0.949017874,0.842342009,0.857029488,0.952058117,0.89413806,0.867409824,0.867282793
4606,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0.775222175,0.979174528,1.087032244,1.028566805,0.947868097,0.841033291,1.07848831,1.12616558,1.04642435,1.091351363,1.100233834,1.118671788
4607,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,15,EtaMes,0.89799857,1.019109877,1.023389966,1.024870844,1.03887196,1.161781877,0.975264938,0.943332035,1.059261914,0.979399972,0.972674783,0.988285278
4608,F,2016,2016,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,16,EtaMes,0.89874758,0.965309526,1.035147828,1.030448164,1.048903955,0.976395102,1.177723232,1.169107435,1.10825264,1.120281659,1.133985974,1.181816381
4609,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,1,EtaMes,0.857107168,0.931723317,0.90766057,0.925404629,0.932820597,1.017655904,0.877712109,0.856331186,0.9631563,0.889240336,0.918253271,0.869854667
4610,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,2,EtaMes,0.865556938,0.890555717,0.930215827,0.949925487,0.940401514,0.893995258,0.988944177,0.958200444,0.895163188,0.896163755,0.904494863,0.948340579
4611,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,3,EtaMes,0.820669977,0.856878147,0.799232036,0.79819798,0.829384171,0.866959594,0.755022192,0.774400676,0.854046459,0.782632456,0.806065791,0.768970815
4612,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,4,EtaMes,0.887474402,0.893785298,0.902701742,0.880175563,0.899829348,0.843697754,0.82052103,0.83274897,0.798374292,0.829294887,0.828060882,0.870049557
4613,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,5,EtaMes,0.856108889,0.8997784,0.85144665,0.84258139,0.865619375,0.888625204,0.781275919,0.776037596,0.88034653,0.797000704,0.771925405,0.788123914
4614,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,6,EtaMes,1.061945684,1.125842204,1.150528734,1.103654436,1.131004979,1.051728114,1.01444993,0.949815186,0.906523664,0.889341672,0.900241922,1.029229636
4615,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,7,EtaMes,0.996251931,1.000902999,0.958796047,0.956362233,0.982408771,1.082098597,0.919277039,0.906171014,1.029293243,0.880725455,0.844724145,0.84578442
4616,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,8,EtaMes,1.287308261,1.217184456,1.195279102,1.180659187,1.18583195,1.212657917,1.216845052,1.183637836,1.123631241,1.086181664,1.072838687,1.146081748
4617,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,9,EtaMes,0.983758083,0.9956749,0.932956574,0.93452515,0.950406371,1.072677292,0.907472876,0.917659732,1.040086586,0.924374567,0.920013654,0.906357745
4618,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,10,EtaMes,1.275144613,1.163020366,1.158072289,1.143051825,1.139579161,1.167874024,1.212566714,1.216495934,1.141767485,1.184254128,1.179008373,1.192138787
4619,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,11,EtaMes,0.863526871,0.943743827,0.881667678,0.897111085,0.897479954,0.969139818,0.838075705,0.835005456,0.958154129,0.885488681,0.850525506,0.848808098
4620,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,12,EtaMes,1.109516829,1.075376939,1.152689607,1.099920916,1.076793604,1.072222224,1.162896816,1.173879678,1.091729206,1.119134976,1.120952425,1.151140934
4621,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,13,EtaMes,0.75668028,1.015558141,0.882354165,0.976048139,0.927475045,0.949013587,0.842329367,0.857028197,0.9520529,0.894131236,0.867407885,0.867277197
4622,F,2017,2017,Rapel 220,Chile,SIC TxT Comun,SIC TxT Comun,SIC TxT Comun,14,EtaMes,0.775223141,0.979173163,1.087020889,1.028566801,0.94786139,0.84103251,1.078488108,1.126164326,1.046426965,1.091352465,1.100230296,1.118676171
