ApeNum,ApeAnoIni,ApeAnoFin,ApeEta,ApeSim,ApeNHid,ApeHid01,ApeHid02,ApeHid03,ApeHid04,ApeHid05,ApeHid06,ApeHid07,ApeHid08,ApeHid09,ApeHid10,ApeHid11,ApeHid12,ApeHid13,ApeHid14,ApeHid15,ApeHid16,ApeHid17,ApeHid18,ApeHid19,ApeHid20,ApeHid21,ApeHid22,ApeHid23,ApeHid24,ApeHid25,ApeHid26,ApeHid27,ApeHid28,ApeHid29,ApeHid30,ApeHid31,ApeHid32,ApeHid33,ApeHid34,ApeHid35,ApeHid36,ApeHid37,ApeHid38,ApeHid39,ApeHid40,ApeHid41,ApeHid42,ApeHid43,ApeHid44,ApeHid45,ApeHid46,ApeHid47,ApeHid48,ApeHid49,ApeHid50,ApeHid51,ApeHid52,ApeHid53,ApeHid54,ApeHid55,ApeHid56,ApeHid57,ApeHid58,ApeHid59
3992,12,12,MesMay,33,5,5,40,53,57,30,42,34,33,19,11,47,32,50,41,3,14,35,12,36,36,53,9,56,31,27,49,55,47,6,8,24,41,27,43,3,49,4,27,51,31,10,13,41,49,51,56,19,43,21,22,12,9,29,50,50,52,8,7,1
3993,12,12,MesMay,34,5,1,24,15,38,7,21,20,26,49,18,32,6,42,3,21,7,16,43,35,6,46,57,31,59,1,46,16,54,12,18,22,23,54,46,50,41,30,58,46,30,51,23,30,28,38,8,21,44,20,47,26,48,31,42,42,42,27,29,44
3994,12,12,MesMay,35,5,11,19,56,45,3,41,44,35,9,56,23,9,37,44,21,19,19,2,10,51,47,59,2,57,57,55,58,4,51,49,41,14,20,23,45,35,23,31,54,3,13,52,39,11,13,54,47,1,30,11,28,26,37,7,32,52,49,51,53
3995,12,12,MesMay,36,5,28,23,16,24,23,34,20,9,13,35,30,34,16,20,3,15,55,50,48,3,22,11,17,35,51,40,32,56,55,51,24,2,17,59,5,28,47,5,49,22,46,57,39,50,11,10,24,28,45,31,52,39,42,25,46,41,17,52,36
3996,12,12,MesMay,37,5,7,20,48,30,13,37,46,58,19,53,19,55,25,23,26,3,20,11,13,5,31,38,37,9,44,46,6,16,33,1,23,3,45,19,1,46,27,55,33,8,44,49,11,49,8,43,51,58,16,47,54,27,4,9,43,41,14,42,57
3997,12,12,MesMay,38,5,3,53,43,40,45,48,45,39,50,55,26,50,58,31,58,38,1,13,30,8,1,3,1,36,31,55,9,55,5,35,6,2,59,51,42,24,54,6,44,7,29,50,19,13,15,12,38,53,37,58,29,53,43,2,1,14,26,26,15
3998,12,12,MesMay,39,5,46,3,37,43,56,33,33,55,3,33,52,15,55,17,5,57,1,54,36,57,54,56,29,53,5,52,5,40,37,33,24,52,18,58,8,38,22,6,15,49,42,4,31,4,51,36,55,51,50,50,30,32,52,27,54,36,52,3,14
3999,12,12,MesMay,40,5,35,31,13,41,9,57,41,24,32,54,44,58,59,23,27,14,1,23,16,53,58,33,15,27,12,25,8,49,19,25,51,24,58,29,33,2,4,58,23,27,45,9,27,27,41,46,14,49,33,17,23,37,16,51,34,35,17,34,43
4000,12,12,MesMay,41,5,50,47,53,47,40,19,6,51,46,59,57,29,49,55,4,22,39,19,40,6,30,46,6,28,17,30,46,37,51,51,47,20,14,17,21,53,55,21,48,58,23,41,16,27,46,22,35,56,16,46,38,16,49,39,40,53,49,26,23
4001,12,12,MesMay,42,5,33,9,14,16,2,54,33,24,45,40,8,57,40,34,49,33,59,7,15,1,5,15,28,20,5,41,31,7,13,45,49,31,9,29,54,29,2,31,16,23,41,15,53,15,24,7,17,50,48,35,7,41,51,4,17,49,13,19,44
4002,12,12,MesMay,43,5,48,24,20,21,43,58,36,43,18,44,34,57,37,34,47,6,46,2,10,5,59,40,31,49,39,37,13,41,14,18,46,26,38,18,12,59,57,18,26,42,50,2,11,53,54,32,50,52,28,3,46,10,41,9,8,26,8,24,47
4003,12,12,MesMay,44,5,45,13,9,11,34,23,3,37,27,34,24,40,6,57,11,16,4,26,6,50,49,58,27,15,22,28,32,12,37,1,21,49,18,32,33,31,40,15,4,39,52,38,23,41,41,35,26,20,16,38,10,31,22,36,54,4,27,16,39
4004,12,12,MesMay,45,5,49,53,57,4,32,14,52,34,47,16,45,32,4,18,14,31,48,52,54,9,23,32,40,39,54,10,4,42,35,39,55,55,40,55,33,47,31,21,2,14,46,29,7,27,28,34,28,2,46,28,51,43,49,17,53,5,59,3,24
4005,12,12,MesMay,46,5,45,52,22,29,11,34,6,8,47,17,38,6,58,14,29,30,5,50,42,26,50,25,42,14,40,8,28,33,54,56,58,59,28,2,38,4,13,55,20,29,48,4,47,38,16,19,41,5,7,26,56,58,16,15,24,38,22,23,23
4006,12,12,MesMay,47,5,8,49,55,59,59,20,53,54,28,21,44,23,1,3,18,35,43,39,9,39,30,38,49,45,16,5,41,28,8,43,20,6,58,56,56,29,44,49,58,44,7,11,28,8,53,47,15,49,11,49,42,5,32,9,20,14,23,4,16
4007,12,12,MesMay,48,5,39,8,27,55,42,15,28,7,52,25,44,26,55,56,9,29,13,9,45,16,32,5,50,8,41,11,23,36,25,9,40,23,2,16,10,15,47,7,40,9,35,7,50,47,46,28,8,44,18,15,49,47,10,19,16,13,24,39,20
4008,12,12,MesMay,49,5,47,32,44,54,38,24,59,42,29,3,38,55,56,31,46,12,33,26,47,38,38,45,28,35,57,40,1,34,6,56,50,38,42,13,40,9,38,49,1,29,22,7,56,52,28,5,27,29,36,17,15,30,30,54,52,41,26,24,47
4009,12,12,MesMay,50,5,15,50,57,53,5,58,57,25,51,55,43,20,54,21,3,4,53,7,56,19,17,25,37,37,47,10,32,25,53,16,12,51,47,35,53,53,12,28,18,33,23,47,38,33,58,27,34,2,7,50,37,52,49,33,1,24,20,26,43
4010,12,12,MesMay,51,5,13,2,52,1,37,43,51,18,14,1,25,38,32,36,34,43,1,13,44,3,42,59,54,29,45,28,5,49,31,30,42,39,40,12,32,22,17,8,9,28,58,18,24,56,54,48,17,22,59,40,12,14,41,50,8,54,4,11,57
4011,12,12,MesMay,52,5,38,33,22,58,20,14,23,28,40,44,5,59,36,52,30,13,17,5,41,10,50,9,7,30,54,14,30,56,24,7,4,11,30,42,46,6,12,46,9,55,51,13,44,35,40,28,3,9,26,18,3,51,13,19,33,37,5,53,16
4012,12,12,MesMay,53,5,28,15,20,17,13,58,1,18,52,34,15,32,3,23,47,31,7,34,37,47,50,8,40,44,23,20,14,30,23,25,54,6,24,41,34,38,40,27,26,19,30,26,58,1,11,50,56,43,9,19,59,51,3,31,20,40,59,19,51
4013,12,12,MesMay,54,5,33,38,41,38,51,52,37,58,18,31,22,54,43,47,56,45,2,53,58,35,3,7,25,24,50,19,49,7,42,14,47,15,37,50,41,43,32,17,57,45,6,55,39,18,30,34,38,48,8,29,2,45,26,34,5,43,9,32,52
4014,12,12,MesMay,55,5,59,36,40,53,51,37,9,3,47,26,52,11,11,22,14,48,44,28,26,54,1,50,9,21,31,43,27,16,6,29,52,6,32,54,29,54,11,27,4,1,33,29,15,6,43,41,56,52,36,33,28,38,12,50,33,41,1,27,37
4015,12,12,MesMay,56,5,33,12,3,6,48,47,11,58,12,49,12,28,54,30,36,14,21,48,25,58,30,4,52,17,39,38,13,58,57,32,48,42,44,14,30,46,35,11,38,36,24,25,10,41,31,56,20,13,5,31,49,9,2,33,28,59,10,21,10
4016,12,12,MesMay,57,5,18,13,32,47,12,34,31,54,1,46,24,27,50,40,2,25,28,28,27,31,15,45,17,59,33,54,10,15,39,22,44,50,57,13,36,42,45,55,35,26,34,52,40,23,16,45,14,2,27,43,27,16,59,26,9,13,44,32,58
4017,12,12,MesMay,58,5,40,20,54,20,48,43,26,7,19,6,56,11,10,17,15,43,13,30,49,43,13,59,30,2,21,19,52,2,49,45,22,13,19,59,20,38,42,25,24,47,59,57,31,44,28,4,26,6,36,35,47,54,24,2,42,8,24,36,56
4018,12,12,MesMay,59,5,52,57,25,40,24,36,45,13,9,24,17,49,35,7,34,13,24,58,44,49,59,44,5,29,23,20,23,57,20,54,45,11,48,8,32,15,44,50,41,59,29,43,47,28,17,3,50,23,42,24,16,3,31,29,55,48,43,58,28
4019,12,12,MesJun,1,5,13,27,33,41,1,25,33,4,21,56,44,3,25,28,7,57,9,20,51,58,3,39,46,35,30,19,52,1,38,38,37,21,35,34,30,1,21,28,38,22,34,35,13,12,17,11,2,36,26,54,5,26,41,53,59,18,4,10,28
4020,12,12,MesJun,2,5,20,13,32,2,22,3,12,50,26,37,33,40,18,34,31,51,12,59,56,9,12,26,46,21,19,2,26,18,43,51,8,18,49,53,25,25,23,14,38,15,52,49,41,18,30,31,57,38,15,16,30,31,13,45,8,15,53,32,14
4021,12,12,MesJun,3,5,22,30,25,32,22,59,10,28,13,3,17,34,4,51,19,30,55,27,26,27,8,22,36,52,21,47,4,39,9,3,41,35,36,57,39,48,30,20,47,53,27,40,11,55,28,38,43,43,12,34,1,6,43,39,54,26,49,53,42
4022,12,12,MesJun,4,5,38,22,21,52,14,6,22,8,43,58,5,26,27,46,30,35,16,21,42,20,13,32,42,6,38,36,54,37,11,25,15,55,26,12,59,49,26,50,29,55,34,28,29,37,57,34,11,40,57,24,36,52,51,31,37,18,33,44,42
4023,12,12,MesJun,5,5,54,37,15,26,35,27,41,58,46,50,54,6,2,54,59,17,28,4,12,37,19,51,18,11,36,39,47,18,37,23,9,49,44,7,15,39,58,27,19,5,51,20,43,16,49,20,27,50,57,45,18,54,7,36,21,51,52,43,32
4024,12,12,MesJun,6,5,22,16,43,16,36,28,36,55,20,56,48,39,34,40,43,29,22,30,20,56,5,53,49,4,47,13,19,39,3,4,30,45,34,33,45,38,16,34,27,23,21,41,4,33,42,30,7,33,31,44,56,3,22,28,9,9,39,38,17
4025,12,12,MesJun,7,5,21,22,48,32,48,42,48,30,58,42,22,4,22,49,15,58,14,26,41,10,56,35,51,5,47,18,42,55,28,19,21,21,12,48,27,21,18,58,59,6,26,3,45,21,39,34,35,52,11,37,53,18,24,1,44,15,50,31,45
4026,12,12,MesJun,8,5,49,33,15,22,27,10,11,7,37,21,40,26,46,38,19,36,23,36,1,22,18,39,7,7,13,19,42,44,23,24,13,22,39,40,24,50,27,41,46,47,38,33,13,9,34,47,29,9,16,19,38,35,20,46,26,11,36,53,12
4027,12,12,MesJun,9,5,17,7,4,9,26,56,7,42,27,19,6,14,42,13,13,42,16,50,36,34,53,2,6,5,15,23,37,41,14,33,57,49,12,19,42,26,7,8,1,2,23,43,17,23,26,39,5,38,37,59,29,48,41,53,49,39,12,43,54
4028,12,12,MesJun,10,5,7,57,14,57,29,37,3,16,58,27,28,8,55,2,18,36,41,36,6,4,10,2,15,32,32,17,37,15,18,13,56,44,2,3,32,33,58,27,5,3,48,21,56,17,4,19,23,16,39,55,8,39,41,3,25,9,43,4,47
4029,12,12,MesJun,11,5,16,44,41,46,28,33,22,9,50,47,36,4,6,49,1,48,10,45,20,45,31,29,59,19,16,13,30,53,56,51,17,17,16,16,48,11,3,19,33,40,4,30,21,49,48,16,14,55,4,28,50,38,54,47,1,48,27,51,18
4030,12,12,MesJun,12,5,8,51,39,6,52,18,15,27,41,50,37,53,47,27,27,55,14,53,25,44,10,9,49,1,18,13,12,46,56,44,57,10,12,13,9,30,25,3,53,17,18,53,25,21,32,28,34,35,39,42,46,30,45,52,18,24,35,23,8
4031,12,12,MesJun,13,5,25,58,52,52,12,47,3,5,43,16,32,47,9,16,17,10,54,44,53,44,11,1,13,42,36,54,30,4,51,31,54,44,43,6,31,36,51,10,52,12,58,51,1,52,15,34,6,14,38,19,35,17,56,9,7,31,6,51,32
4032,12,12,MesJun,14,5,32,40,2,35,15,13,21,17,50,17,18,2,17,42,50,18,26,1,48,25,31,1,10,49,9,12,22,37,24,25,56,21,3,31,37,1,45,6,12,55,15,30,28,15,32,57,27,11,23,54,48,10,24,48,38,48,37,47,19
4033,12,12,MesJun,15,5,16,57,6,15,54,8,30,22,13,19,58,37,31,7,8,34,19,43,11,1,23,57,10,55,26,41,33,57,36,11,17,11,29,33,18,5,38,52,55,20,51,48,51,3,17,1,34,24,35,37,15,20,9,9,50,8,17,23,27
4034,12,12,MesJun,16,5,9,33,10,57,23,30,52,54,1,8,39,49,59,40,57,48,41,32,50,24,35,51,10,46,25,9,18,4,37,18,38,35,38,19,30,20,57,51,41,40,19,40,28,7,35,18,12,5,9,34,56,20,12,30,16,54,58,20,9
4035,12,12,MesJun,17,5,7,51,34,6,4,16,37,42,35,24,32,23,51,50,57,53,45,28,34,24,13,13,9,1,50,53,56,18,42,58,15,27,22,27,27,47,21,7,8,36,40,12,46,37,57,59,46,59,13,31,52,14,42,29,58,9,39,5,45
4036,12,12,MesJun,18,5,53,24,44,50,26,47,30,8,9,57,54,17,35,14,41,41,10,34,30,31,10,9,21,56,31,46,26,20,45,31,23,41,1,2,45,7,23,39,43,55,7,11,35,15,24,59,38,49,13,33,56,40,59,34,22,46,3,40,55
4037,12,12,MesJun,19,5,43,1,14,46,38,56,39,58,23,5,23,6,42,40,49,46,34,18,52,30,50,52,13,51,15,24,34,54,36,3,15,7,30,38,23,11,59,54,29,51,1,47,16,53,12,24,59,25,33,1,12,18,14,18,59,53,21,51,48
4038,12,12,MesJun,20,5,31,5,8,28,27,33,42,37,32,50,15,59,43,20,2,27,54,13,47,45,36,34,11,34,50,45,22,9,55,39,33,41,31,9,19,28,1,40,18,41,59,1,56,27,46,1,9,12,30,28,51,36,3,55,6,11,28,8,20
4039,12,12,MesJun,21,5,12,17,17,18,9,36,17,14,29,42,36,23,41,51,33,3,40,26,47,31,3,9,46,26,9,48,47,58,43,5,54,27,12,37,11,11,59,36,18,30,15,28,43,13,15,40,50,3,14,20,58,31,1,23,31,43,1,7,34
4040,12,12,MesJun,22,5,57,53,45,43,35,42,7,35,53,17,12,13,9,20,13,48,19,51,12,23,30,10,22,18,48,31,20,52,50,56,15,7,30,51,2,38,28,43,32,37,35,33,34,14,52,58,39,51,50,56,17,36,31,2,55,52,49,55,31
4041,12,12,MesJun,23,5,5,24,4,20,44,40,56,44,14,44,18,13,42,25,5,53,11,40,25,35,18,53,25,31,53,50,26,39,29,24,39,23,38,23,54,11,36,38,26,26,56,34,30,27,55,29,52,4,8,6,9,46,41,39,17,34,15,42,42
4042,12,12,MesJun,24,5,13,5,3,2,46,18,1,39,34,58,11,45,40,46,31,15,4,9,3,34,7,18,26,56,53,13,12,34,4,39,57,16,21,48,37,9,12,10,16,53,12,38,14,35,22,38,49,52,43,37,12,34,18,10,22,29,14,46,22
4043,12,12,MesJun,25,5,27,44,29,40,8,8,15,5,17,3,26,43,11,52,36,31,49,11,47,49,18,54,22,4,52,25,35,42,18,21,6,17,12,23,55,55,5,26,8,18,14,43,14,43,8,47,50,45,39,26,11,6,2,3,6,52,28,43,20
4044,12,12,MesJun,26,5,50,25,59,41,41,28,53,54,2,52,50,30,44,7,21,10,18,13,22,44,8,3,9,31,58,14,31,44,16,6,18,50,49,53,16,49,5,57,43,50,27,7,54,28,6,21,51,46,22,41,54,6,3,54,59,15,54,45,5
4045,12,12,MesJun,27,5,17,37,51,35,41,27,43,39,43,59,46,37,46,39,51,24,19,16,46,13,23,48,9,51,28,17,54,28,21,46,21,58,6,8,8,8,52,59,3,51,58,27,52,33,50,51,8,7,40,48,5,11,35,3,11,40,54,55,7
4046,12,12,MesJun,28,5,30,52,45,50,37,18,55,33,28,3,4,16,55,28,24,30,55,15,14,6,22,58,51,55,24,18,21,42,41,50,28,49,31,8,14,37,20,21,2,24,50,12,39,32,20,38,30,47,25,4,1,8,5,4,18,48,2,22,59
4047,12,12,MesJun,29,5,6,9,50,40,32,44,7,23,21,22,50,15,44,57,23,21,36,17,49,13,44,14,26,57,42,53,7,41,54,39,51,31,52,9,23,33,20,11,1,55,13,59,28,10,34,30,10,30,37,33,44,9,48,28,39,52,1,56,54
4048,12,12,MesJun,30,5,45,29,25,21,53,58,39,43,6,46,4,10,23,4,29,35,36,50,1,56,33,15,21,49,32,6,24,9,34,56,21,7,45,19,43,52,7,29,14,40,41,22,19,39,43,5,21,30,31,37,52,43,57,22,56,31,50,35,40
4049,12,12,MesJun,31,5,17,59,38,31,46,2,57,5,11,55,3,4,39,30,49,57,51,35,2,56,19,35,7,13,35,59,10,24,53,13,38,52,45,48,19,22,13,3,16,9,6,7,15,59,40,48,22,11,27,38,8,32,31,50,19,1,28,45,1
4050,12,12,MesJun,32,5,19,13,56,20,45,22,43,52,39,4,21,9,56,4,24,43,10,44,4,58,22,29,33,4,8,31,25,31,37,9,25,38,28,22,34,37,8,7,32,25,47,28,30,3,27,13,24,18,28,21,16,53,5,36,26,26,56,19,13
4051,12,12,MesJun,33,5,28,17,32,55,28,47,58,28,54,24,43,16,52,20,50,21,9,33,48,36,40,54,29,37,29,22,10,59,35,56,56,32,10,43,22,14,34,9,30,24,46,8,7,50,22,34,54,8,48,58,14,10,56,54,40,30,11,54,28
4052,12,12,MesJun,34,5,33,5,45,32,59,55,24,49,42,2,14,47,4,8,39,28,55,55,51,33,59,50,26,3,17,9,8,58,59,11,28,36,36,50,31,28,12,27,3,46,33,13,52,34,24,41,28,44,40,33,55,5,33,59,47,45,32,43,14
4053,12,12,MesJun,35,5,18,9,45,2,58,39,37,42,2,38,27,36,27,36,59,56,42,18,55,41,2,43,11,29,18,12,52,8,7,7,55,31,6,56,17,47,58,1,1,31,45,45,9,20,59,14,30,54,32,37,27,19,19,7,17,31,52,42,26
4054,12,12,MesJun,36,5,5,34,51,7,23,19,10,12,22,33,21,18,4,37,25,57,59,29,7,30,56,38,14,54,49,59,51,10,23,19,9,1,22,12,36,50,49,56,50,24,30,1,30,17,26,53,13,57,52,51,58,42,30,32,36,45,38,57,4
4055,12,12,MesJun,37,5,2,24,44,39,36,38,27,38,27,50,15,15,48,1,53,4,10,18,6,54,11,13,41,26,40,13,44,33,13,31,3,2,23,35,9,56,10,18,49,36,11,49,16,2,6,56,41,41,13,17,1,2,57,54,38,6,7,42,47
4056,12,12,MesJun,38,5,16,38,56,42,52,10,30,21,56,13,39,7,50,58,26,22,30,42,52,23,15,22,43,57,32,18,29,1,15,49,11,6,11,5,42,53,13,58,58,55,53,49,54,29,9,18,35,7,48,31,41,40,17,30,25,44,44,52,12
4057,12,12,MesJun,39,5,42,45,7,4,13,10,1,35,37,44,1,5,41,5,44,35,12,39,46,22,23,9,7,25,14,31,18,21,59,10,27,53,15,47,35,59,9,24,35,41,52,6,1,30,14,5,13,36,24,1,25,44,46,51,40,33,29,34,22
4058,12,12,MesJun,40,5,32,27,23,50,48,10,33,19,25,59,59,23,37,35,54,55,32,59,11,23,41,56,15,3,4,6,1,34,43,42,46,37,46,9,10,24,16,23,36,34,2,35,40,57,9,59,44,44,21,19,46,42,42,35,20,2,56,2,37
4059,12,12,MesJun,41,5,7,59,16,47,27,41,11,20,16,25,5,13,19,29,52,43,2,10,31,20,1,43,13,24,18,2,10,24,57,5,3,24,35,49,30,36,56,45,39,55,17,26,55,21,34,40,23,12,23,13,31,32,33,5,15,49,46,55,20
4060,12,12,MesJun,42,5,24,51,54,42,24,56,16,39,47,59,26,13,56,34,20,13,18,13,46,31,58,13,17,32,38,50,8,36,23,14,14,18,51,42,2,46,33,6,42,37,51,54,38,17,34,34,27,41,7,7,36,14,7,23,31,37,2,14,34
4061,12,12,MesJun,43,5,29,8,8,32,34,57,24,53,21,40,1,21,19,2,29,22,51,53,35,47,16,35,59,29,14,58,18,25,25,41,26,29,3,49,51,16,9,55,1,34,47,18,19,44,39,6,29,47,12,46,59,34,52,17,9,7,54,43,23
4062,12,12,MesJun,44,5,42,29,46,52,52,8,45,2,36,59,5,37,18,57,32,9,58,49,20,49,32,51,56,23,47,34,26,45,7,7,9,6,19,13,27,39,17,16,36,29,30,34,43,54,11,26,58,54,2,50,43,34,27,27,1,32,18,49,33
4063,12,12,MesJun,45,5,53,19,4,55,31,23,51,25,36,7,14,34,51,54,30,9,6,52,46,56,54,56,23,30,36,37,55,57,10,35,57,5,13,18,54,44,17,44,17,37,1,24,12,47,48,7,31,8,22,17,11,27,18,5,38,16,40,19,15
4064,12,12,MesJun,46,5,53,20,5,3,42,32,2,45,35,36,32,27,26,19,33,56,41,13,12,9,38,36,3,18,5,20,11,5,51,46,34,11,21,23,35,23,45,36,51,38,42,17,48,20,22,46,22,18,33,4,9,38,39,17,6,27,32,44,14
4065,12,12,MesJun,47,5,22,30,47,14,25,14,56,58,53,45,17,28,13,12,29,27,7,6,13,51,39,42,5,34,58,49,23,58,30,23,40,14,40,37,46,3,10,27,13,56,1,21,15,13,38,32,34,21,35,39,18,49,37,57,45,1,14,12,54
4066,12,12,MesJun,48,5,20,45,37,55,46,29,20,1,11,54,5,8,12,12,44,41,58,59,56,58,27,46,42,43,12,49,54,22,41,12,22,38,26,49,56,57,36,18,13,5,19,50,15,57,33,28,17,50,27,49,18,38,9,25,50,13,45,1,54
4067,12,12,MesJun,49,5,31,54,6,30,44,18,20,54,52,18,28,44,21,19,32,42,28,24,12,54,28,59,14,23,6,25,46,8,29,41,7,6,57,17,5,33,42,43,58,23,57,37,54,41,42,52,43,19,35,27,49,23,39,58,50,47,2,38,35
4068,12,12,MesJun,50,5,22,53,31,35,50,37,2,17,2,18,22,16,2,5,51,26,35,20,38,13,23,22,8,9,10,15,26,4,6,31,33,34,39,19,37,5,22,17,25,31,56,36,50,32,34,23,42,39,18,48,9,17,10,38,56,40,15,37,36
4069,12,12,MesJun,51,5,51,19,11,27,36,22,4,10,58,27,56,38,15,34,48,15,52,39,22,5,47,34,29,20,9,18,50,36,50,56,56,37,34,15,46,1,50,56,1,22,11,48,43,30,59,20,42,38,33,19,8,27,10,19,15,32,19,43,8
4070,12,12,MesJun,52,5,38,47,23,27,25,55,33,12,57,23,13,21,9,13,41,32,18,58,39,4,47,39,6,52,12,6,37,19,29,59,55,41,12,50,21,9,33,56,50,34,28,40,25,17,35,35,40,41,19,1,20,32,57,5,53,26,46,38,7
4071,12,12,MesJun,53,5,31,11,56,10,49,54,10,40,17,39,26,44,56,21,50,15,3,25,11,14,37,21,5,35,47,48,18,56,35,50,34,12,49,32,49,48,12,5,57,23,4,16,39,25,1,50,1,25,54,12,14,3,2,10,35,29,19,55,32
4072,12,12,MesJun,54,5,17,23,36,31,8,42,55,54,54,23,36,21,25,52,23,15,11,4,53,13,7,4,7,50,30,37,47,55,41,39,9,41,30,19,3,53,49,49,41,44,53,21,14,57,1,56,59,41,37,48,10,12,3,21,51,28,3,43,10
4073,12,12,MesJun,55,5,11,18,47,1,18,46,53,53,30,29,36,59,36,10,23,30,10,2,5,29,40,45,56,38,16,22,12,21,56,12,11,37,49,22,24,44,15,58,51,23,26,30,38,5,24,6,53,51,35,56,44,53,20,57,39,57,43,16,39
4074,12,12,MesJun,56,5,33,38,44,9,43,46,47,41,48,28,13,59,5,22,47,40,10,50,53,26,4,40,52,54,1,12,18,42,45,17,50,25,26,42,20,36,51,25,16,53,52,59,26,9,35,30,39,51,30,7,51,45,28,25,37,58,55,40,2
4075,12,12,MesJun,57,5,40,51,2,57,5,10,16,33,11,47,59,45,5,29,50,12,20,29,7,26,28,16,16,50,12,52,4,58,45,52,17,55,32,56,21,35,14,30,38,8,45,57,48,19,12,40,15,33,10,45,21,28,45,35,15,23,28,33,42
4076,12,12,MesJun,58,5,55,31,16,19,13,19,19,37,52,58,38,52,34,9,54,54,51,53,43,1,34,41,30,53,17,18,9,27,29,26,5,39,7,37,59,14,11,30,36,55,17,12,14,3,5,6,52,24,28,47,57,40,20,50,13,7,13,52,2
4077,12,12,MesJun,59,5,54,33,59,6,16,12,56,42,57,14,37,33,32,29,2,23,43,31,50,8,36,45,56,53,19,57,17,30,24,19,46,38,51,3,11,52,59,44,43,22,38,22,44,58,54,47,52,29,51,8,34,11,40,55,57,58,4,55,41
4078,12,12,MesJul,1,5,7,59,57,21,19,52,14,45,20,5,14,32,22,24,39,4,1,53,17,14,37,54,53,13,6,58,23,9,45,33,13,33,57,16,33,21,31,54,33,24,9,15,16,25,9,36,58,56,17,31,36,40,15,13,34,22,19,22,29
4079,12,12,MesJul,2,5,10,59,54,22,54,58,4,31,12,22,20,4,16,40,10,45,41,10,58,25,30,19,6,9,9,1,8,19,25,16,53,55,49,27,46,51,1,4,10,16,5,52,23,9,43,43,48,14,41,57,46,31,53,14,36,41,4,52,59
4080,12,12,MesJul,3,5,6,31,36,46,56,6,54,36,53,35,20,3,17,12,19,13,57,26,25,9,14,56,12,55,8,42,46,40,29,37,46,38,13,54,4,45,48,31,51,59,25,31,21,50,29,40,20,44,47,59,23,3,50,39,24,36,35,26,46
4081,12,12,MesJul,4,5,8,2,33,47,34,24,43,10,34,2,6,40,34,24,50,10,11,14,8,32,15,52,12,15,1,35,17,55,46,7,39,51,15,33,48,9,37,37,24,42,24,54,38,8,33,42,13,24,45,57,48,14,18,39,38,41,48,8,8
4082,12,12,MesJul,5,5,17,49,9,19,36,22,36,47,10,59,25,27,30,59,18,58,21,55,39,43,14,51,40,33,32,49,19,24,18,27,2,45,36,29,36,28,21,53,26,50,11,48,10,2,35,6,12,37,42,24,34,54,36,4,56,12,32,8,42
4083,12,12,MesJul,6,5,2,7,27,53,34,3,47,26,45,44,58,44,35,37,15,19,19,24,34,22,23,54,26,37,10,18,9,30,39,24,35,4,9,22,10,57,56,41,12,55,34,40,26,9,26,36,49,24,10,21,49,55,12,5,23,7,59,13,33
4084,12,12,MesJul,7,5,18,56,31,1,17,8,26,7,23,20,19,51,42,16,22,27,46,47,6,6,17,10,17,57,7,2,23,49,20,29,38,2,51,37,20,12,41,27,10,38,22,36,47,28,59,1,18,32,52,59,10,24,52,27,21,16,8,5,3
4085,12,12,MesJul,8,5,10,45,57,52,48,56,34,24,3,40,36,45,54,8,22,51,52,50,2,57,22,51,25,41,30,37,18,4,34,28,26,48,25,11,14,39,7,21,47,16,31,3,57,45,37,25,45,34,44,44,9,14,1,51,54,4,21,47,19
4086,12,12,MesJul,9,5,49,23,53,47,1,13,8,59,23,15,30,12,18,53,41,8,27,2,46,42,4,58,50,7,23,13,52,38,44,29,58,2,25,46,9,47,7,17,45,28,39,48,12,33,27,53,36,38,10,45,39,38,44,39,45,13,51,51,22
4087,12,12,MesJul,10,5,31,13,48,37,30,26,21,26,36,33,27,44,42,55,50,32,21,58,55,35,26,6,38,58,47,1,5,9,27,58,42,25,19,49,40,26,27,26,26,24,29,6,11,26,17,45,55,22,36,59,57,21,23,14,6,5,5,2,8
4088,12,12,MesJul,11,5,42,23,34,25,27,18,43,48,23,41,58,1,35,8,7,41,38,24,11,34,15,59,36,50,10,2,14,3,52,21,22,24,15,33,38,1,38,3,37,22,24,4,43,53,8,58,51,10,54,56,21,28,34,27,52,28,20,15,56
4089,12,12,MesJul,12,5,28,21,5,16,15,53,20,54,26,4,9,47,4,57,26,18,49,53,40,33,30,38,36,45,21,40,44,54,7,23,15,39,47,14,26,43,27,24,13,15,46,31,50,24,3,6,12,17,44,35,23,11,42,2,33,29,30,17,2
4090,12,12,MesJul,13,5,36,29,19,17,40,42,51,6,28,23,12,27,13,59,1,46,55,30,1,5,36,19,20,6,52,35,38,32,49,39,6,44,51,47,58,52,8,53,53,41,47,51,16,20,22,24,45,46,22,27,31,23,8,50,5,16,42,29,34
4091,12,12,MesJul,14,5,53,32,45,55,19,55,8,3,14,21,46,22,54,24,47,44,33,59,38,30,23,46,29,36,10,33,31,35,13,28,2,25,28,11,13,53,44,43,44,36,43,10,19,30,37,43,42,41,51,18,9,4,10,53,8,33,27,25,58
4092,12,12,MesJul,15,5,24,19,11,15,30,13,7,8,16,23,34,12,48,26,53,54,35,47,45,4,18,50,11,9,1,35,41,46,40,55,57,26,21,49,38,47,44,23,40,6,32,52,59,42,6,44,2,43,28,47,36,12,49,5,45,49,13,7,1
